method,q,raw_q,accepted,internal_ok,internal_status,native_status,native_return_code,finite,joint_limit_ok,velocity_ok,position_error,orientation_error,verification_reasons,failure_kind,velocity_utilization,velocity_utilization_per_joint,joint_limit_margin,total_latency_ns,conversion_ns,bounds_setup_ns,qp_build_ns,solve_ns,verification_ns,phase_times_ns,accounting_remainder_ns,returned_within_5ms,returned_within_20ms,accepted_within_20ms,budget_ms,qp_time_limit_s,native_setup_ns,native_solve_ns,native_polish_ns,native_run_ns,iterations,qp_primal_residual,qp_dual_residual,qp_objective,raw_bound_excess_rad,bound_roundoff_clip_rad,bound_roundoff_clipped,raw_verifier_accepted,raw_verification_reasons,raw_position_error,raw_orientation_error,native_warnings,native_stdout,lower,upper,seed_q,backup_used,pinocchio_joint_jacobian_and_fk_calls,pink_frame_error_calls,pink_frame_error_jacobian_calls,public_verifier_calls,solver_function_evaluations,native_method_label,robot,uid,site_id,family,repeat,frame,dt,previous_q,target_position,target_rotation,accepted_state_q,source,evaluations,box_qp_updates,native_conversion_ns,native_bounds,taxonomy,trace_instrumented
pink_qp,"[-0.5666203220454076,-0.15515704840112396,0.9094475823550912,-0.47402640618542335,1.1484310087041318,2.089261776352937,2.3796900956159357]","[-0.5666203220454076,-0.15515704840112396,0.909447582355091,-0.47402640618542335,1.1484310087041318,2.089261776352937,2.3796900956159357]",False,True,solved,solved,1,True,True,True,0.0010701106847058142,0.004413139835292661,"[""position_tolerance""]",position_tolerance,0.9999999999999968,"[0.0033139823823846114,0.33644262977596356,0.9999999999999968,0.04886930932369745,0.999999999999996,0.0882897342986054,0.02273979300349387]",0.4042264061854234,788372,6337,22310,143529,394167,221559,"{""conversion_ns"":6337,""bounds_setup_ns"":22310,""qp_build_ns"":143529,""solve_ns"":394167,""verification_ns"":221559}",470,True,True,False,18.0,0.018,13924,41580,6556,62060,200,1.0962066073263328e-16,7.548315521494357e-13,-36.00271227604257,1.1102230246251565e-16,1.1102230246251565e-16,True,False,"[""position_tolerance""]",0.0010701106847058035,0.004413139835292604,[],,"[-0.6103648116772794,-0.18408814974289192,0.9094475823550912,-0.5197571080719364,1.0438310087041323,2.041579329456755,2.3262008044418536]","[-0.5231648116772797,-0.09688814974289196,0.9966475823550909,-0.43255710807193665,1.1484310087041318,2.1461793294567535,2.4308008044418523]","[-0.5667648116772795,-0.14048814974289195,0.953047582355091,-0.47615710807193656,1.096131008704132,2.093879329456754,2.378500804441853]",False,1,1,1,2,,pink_qp,panda,969ba5d44c0c1d23ec4d7872e24f6fb53691d315f926ddf3bba5bf77a876acba,trajectory_071,near_singular,1,98,0.02,"[-0.5667648116772795,-0.14048814974289195,0.953047582355091,-0.47615710807193656,1.096131008704132,2.093879329456754,2.378500804441853]","[0.12549075467191034,0.19734654294735737,1.1429291804464725]","[[0.4829036510734367,-0.8495212866057315,0.21240915089441714],[0.10636418741595145,0.2976749516210267,0.9487235017710711],[-0.8691896935740143,-0.43554931612982944,0.23410696231327466]]","[-0.5667648116772795,-0.14048814974289195,0.953047582355091,-0.47615710807193656,1.096131008704132,2.093879329456754,2.378500804441853]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_071_pink_qp_r1.jsonl.gz,,,,,,
single_gn_osqp,"[1.7369974990333756,-0.33027562337553645,1.5883701955857032,-1.4259883753637566,0.36037274109694317,2.008843265746734,1.093576370263971]",,False,False,iteration_limit,,,True,True,True,0.0010609369206662402,0.006718837374433043,"[""position_tolerance""]",position_tolerance,0.9999999999955458,,,10353961,,,,,,,,,,False,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,panda,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,0,126,0.02,"[1.7805974990331814,-0.31649377327503625,1.579692364761537,-1.4328204328169014,0.3191276531289575,2.0044320761972156,1.1070805984893688]","[-0.547673554849864,-0.2587268162879398,0.7166598160495782]","[[-0.5848694733587828,0.627708227648646,-0.5137217924861818],[0.780377756195101,0.6081877084487991,-0.14532126110001123],[0.22121992850762628,-0.4858910291762897,-0.8455599629813884]]","[1.7805974990331814,-0.31649377327503625,1.579692364761537,-1.4328204328169014,0.3191276531289575,2.0044320761972156,1.1070805984893688]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_104_single_gn_osqp_r0.jsonl.gz,186,26800,,,,
single_gn_clip,"[-1.9382406160825567,0.0750687516701895,0.6487234102061137,-0.5067575827757537,2.897299999999,2.38539889817484,1.6662619430858108]",,False,False,iteration_limit,,,True,True,True,0.001037936025745475,0.0038882288070868597,"[""position_tolerance""]",position_tolerance,0.4254198933893409,,,4459890,,,,,,,,,,False,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,panda,617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f,trajectory_042,near_singular,0,91,0.02,"[-1.9293131851160747,0.06421543896210093,0.6301751028543384,-0.5205091626908492,2.897299999999,2.375463562357748,1.675876073517439]","[0.051300443138924096,-0.30146039523809065,1.1315991953646352]","[[0.9805471082637169,-0.18471113228896463,0.06640155182064607],[0.16834914478824875,0.9653568004977725,0.19936101219087132],[-0.10092538790971595,-0.18430421954266846,0.9776737803245218]]","[-1.9293131851160747,0.06421543896210093,0.6301751028543384,-0.5205091626908492,2.897299999999,2.375463562357748,1.675876073517439]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_042_single_gn_clip_r0.jsonl.gz,128,30,,,,
trac_task_20ms,"[-0.2933577527826213,-0.03318662552097713,-1.538249989972072,-1.5244547180183414,0.15107230130877738,2.1638687149960405,1.789041644285728]",,False,False,native_no_solution,,-3,True,True,True,0.02125690199453849,0.0689927728288186,"[""position_tolerance"",""orientation_tolerance""]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.0,,,20265799,3798,23670,,20024833,184065,,29433,False,False,False,20,,6469,20024833,,,,,,,,,,,,,,,,"[-0.33695775278262124,-0.0767866255209771,-1.581849989972072,-1.5680547180183413,0.0987723013087774,2.111568714996041,1.7367416442857282]","[-0.2497577527826213,0.010413374479022871,-1.4946499899720722,-1.4808547180183416,0.20337230130877734,2.21616871499604,1.8413416442857278]","[-0.2933577527826213,-0.03318662552097713,-1.538249989972072,-1.5244547180183414,0.15107230130877738,2.1638687149960405,1.789041644285728]",,,,,,,trac_task_20ms,panda,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,trajectory_120,high_curvature,1,106,0.02,"[-0.2933577527826213,-0.03318662552097713,-1.538249989972072,-1.5244547180183414,0.15107230130877738,2.1638687149960405,1.789041644285728]","[-0.14000609909524805,-0.5805382781523176,0.7155992160355734]","[[-0.8935326981275428,0.4489973864787709,0.0008150534626280425],[0.3593405941656771,0.7161961505062457,-0.5982787071129083],[-0.26920931403198484,-0.5342887056033174,-0.8012876663865232]]","[-0.2933577527826213,-0.03318662552097713,-1.538249989972072,-1.5244547180183414,0.15107230130877738,2.1638687149960405,1.789041644285728]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_120_trac_task_20ms_r1.jsonl.gz,,,314,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
pink_qp,"[-2.8972999999999995,-0.25787085477050736,1.7511843901135498,-0.32947692425968456,2.2974582125470175,0.8251584404739687,-1.2694984580383666]","[-2.8972999999999995,-0.25787085477050736,1.7511843901135498,-0.32947692425968456,2.2974582125470175,0.8251584404739687,-1.2694984580383666]",False,True,solved,solved,1,True,True,True,0.0008469746504895036,0.00990256968558873,"[""orientation_tolerance""]",orientation_tolerance,0.9999999999999968,"[0.0,0.2558238395298476,0.9999999999999968,0.22234655227330907,0.8603122076998537,0.07302623427244374,0.032839340730667]",4.440892098500626e-16,756020,6488,22539,136961,451389,137762,"{""conversion_ns"":6488,""bounds_setup_ns"":22539,""qp_build_ns"":136961,""solve_ns"":451389,""verification_ns"":137762}",881,True,True,False,18.0,0.018,16126,86925,7583,110634,425,6.55528746917191e-17,8.649108080584525e-13,-6.784065478705705,0.0,0.0,False,False,"[""orientation_tolerance""]",0.0008469746504895036,0.00990256968558873,[],,"[-2.8972999999999995,-0.31262477417400863,1.66398439011355,-0.36338261458056825,2.2901525410097205,0.7766777125264176,-1.3200809605181525]","[-2.8537,-0.22542477417400875,1.7511843901135498,-0.2761826145805683,2.3947525410097192,0.8812777125264174,-1.215480960518153]","[-2.8972999999999995,-0.2690247741740087,1.70758439011355,-0.3197826145805683,2.34245254100972,0.8289777125264175,-1.2677809605181527]",False,1,1,1,1,,pink_qp,panda,1e6df7d7a97068128c87d603d3c0e9f668d12f42bd3ad7bb6844038e1d000f49,trajectory_056,near_singular,1,99,0.02,"[-2.8972999999999995,-0.2690247741740087,1.70758439011355,-0.3197826145805683,2.34245254100972,0.8289777125264175,-1.2677809605181527]","[0.2866774081432882,0.050818583528617456,1.0086969231969505]","[[-0.6043927997516982,0.7914932763552895,0.0908170528737473],[0.4979177219464731,0.28628721050766115,0.8186070945645272],[0.6219222505908101,0.5399796538612465,-0.5671284577906052]]","[-2.8972999999999995,-0.2690247741740087,1.70758439011355,-0.3197826145805683,2.34245254100972,0.8289777125264175,-1.2677809605181527]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_056_pink_qp_r1.jsonl.gz,,,,,,
trac_task_20ms,"[0.7840183527988748,0.08075974598787054,-1.3624895677885558,-0.7125223844769011,0.47744954420430225,1.377798082316273,-0.4523233555191304]",,False,False,native_no_solution,,-3,True,True,True,0.021206548066328174,0.018423865823204336,"[""position_tolerance"",""orientation_tolerance""]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.0,,,20246097,4754,28075,,20015352,169869,,28047,False,False,False,20,,7877,20015352,,,,,,,,,,,,,,,,"[0.7404183527988749,0.03715974598787055,-1.4060895677885556,-0.7561223844769009,0.4251495442043023,1.3254980823162732,-0.5046233555191303]","[0.8276183527988746,0.12435974598787053,-1.318889567788556,-0.6689223844769012,0.5297495442043021,1.4300980823162728,-0.40002335551913043]","[0.7840183527988748,0.08075974598787054,-1.3624895677885558,-0.7125223844769011,0.47744954420430225,1.377798082316273,-0.4523233555191304]",,,,,,,trac_task_20ms,panda,c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48,trajectory_125,high_curvature,0,97,0.02,"[0.7840183527988748,0.08075974598787054,-1.3624895677885558,-0.7125223844769011,0.47744954420430225,1.377798082316273,-0.4523233555191304]","[0.41215853344107645,-0.1176155582942512,0.9564429145703924]","[[0.7580815612112342,0.13489696094533835,0.6380557628289629],[0.13903352147727868,-0.9893109641147784,0.04397153838467268],[0.6371671887794954,0.0553771271374698,-0.7687335997163357]]","[0.7840183527988748,0.08075974598787054,-1.3624895677885558,-0.7125223844769011,0.47744954420430225,1.377798082316273,-0.4523233555191304]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_125_trac_task_20ms_r0.jsonl.gz,,,331,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
single_gn_clip,"[-0.4625990931706785,-0.13006525267907013,-0.7091992320378985,-1.7566360735397393,2.897299999999,1.9069085012313347,-0.846803065813851]",,False,False,iteration_limit,,,True,True,True,0.0009204036397632918,0.012794009457459211,"[""orientation_tolerance""]",orientation_tolerance,0.473927453003223,,,2450490,,,,,,,,,,False,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,panda,c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c,trajectory_094,joint_limit_return,1,52,0.02,"[-0.4758893823140456,-0.124977354421349,-0.688535995086958,-1.7549982855878385,2.897299999999,1.8998231788544164,-0.8525968198964461]","[0.20317521064202765,-0.5271481580365005,0.7638566955700778]","[[-0.46385797375118826,0.8371587002098924,0.28982941681327906],[-0.8712765866712053,-0.37187610078608646,-0.32028936164460686],[-0.1603523922678276,-0.4010903593045088,0.9018944694181049]]","[-0.4758893823140456,-0.124977354421349,-0.688535995086958,-1.7549982855878385,2.897299999999,1.8998231788544164,-0.8525968198964461]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_094_single_gn_clip_r1.jsonl.gz,61,30,,,,
single_gn_k1,"[-0.39133749873986134,-0.015071474495616842,-1.3890438875592057,-1.6125676508272195,0.4810949964205539,2.1120270656260876,1.4570620592028214]",,False,False,stationary,,,True,True,True,0.0013321462502991024,0.008051598942527691,"[""position_tolerance""]",position_tolerance,0.9999999999990005,,,3830911,,,,,,,,,,False,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,panda,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,trajectory_120,high_curvature,1,53,0.02,"[-0.39112216304289693,-0.03840120900755557,-1.3454438875592494,-1.6100820014157884,0.4287949964206062,2.104197608285259,1.4491280856279491]","[-0.10853438665351567,-0.5890354085508129,0.6709694859232095]","[[-0.8974056055116345,0.31925665259942243,0.3045297505455063],[0.10550221222570139,0.8254735863849605,-0.5544931391786867],[-0.42840688884724953,-0.4654766889456044,-0.7744669067406672]]","[-0.39112216304289693,-0.03840120900755557,-1.3454438875592494,-1.6100820014157884,0.4287949964206062,2.104197608285259,1.4491280856279491]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_120_single_gn_k1_r1.jsonl.gz,100,17,,,,
pink_qp,"[0.9763886023728707,-0.10023692091825125,1.719318342014991,-1.3299513652279031,-1.5132805321408898,1.6525226801685449,1.130573471138506]","[0.9763886023728707,-0.10023692091825125,1.719318342014991,-1.3299513652279031,-1.5132805321408898,1.6525226801685449,1.130573471138506]",False,False,solved inaccurate,solved inaccurate,2,True,True,True,0.0010097882513863587,0.0013762867738487128,"[""position_tolerance""]",internal_nonconvergence+position_tolerance,0.9360534737992956,"[0.29868556974665084,0.9360534737992956,0.5019593844551811,0.45864886591415416,0.3148030939627748,0.8671721714378948,0.3398062233944326]",1.177981657985009,1038496,7009,24414,149471,729849,127090,"{""conversion_ns"":7009,""bounds_setup_ns"":24414,""qp_build_ns"":149471,""solve_ns"":729849,""verification_ns"":127090}",663,True,True,False,18.0,0.018,15658,354127,0,369785,2000,5.098226812786368e-18,8.656162301043414e-09,-530.0429528450177,0.0,0.0,False,False,"[""position_tolerance""]",0.0010097882513863587,0.0013762867738487128,"[""OSQP exited with status 'solved inaccurate'""]",,"[0.9197659115319169,-0.1846488523759005,1.697603771177237,-1.3535542746740459,-1.5491163303266364,1.645575784734747,1.0605016056549774]","[1.0069659115319165,-0.09744885237590055,1.7848037711772367,-1.2663542746740462,-1.4445163303266368,1.7501757847347466,1.165101605654977]","[0.9633659115319168,-0.14104885237590054,1.7412037711772368,-1.309954274674046,-1.4968163303266366,1.6978757847347468,1.1128016056549772]",False,1,1,1,1,,pink_qp,panda,2e9f7ef4bb4fbdc88f8581fc058a669a339276f9db5b4987a20be41acbf962af,trajectory_126,high_curvature,2,91,0.02,"[0.9633659115319168,-0.14104885237590054,1.7412037711772368,-1.309954274674046,-1.4968163303266366,1.6978757847347468,1.1128016056549772]","[-0.4635723661404658,0.2761662738624601,0.8380352111399825]","[[-0.2234572138445385,0.911741338952598,0.3446659316291069],[0.019061261689757334,-0.34945216402210577,0.9367602966410682],[0.9745273428096467,0.21589561344592284,0.06070866668917915]]","[0.9633659115319168,-0.14104885237590054,1.7412037711772368,-1.309954274674046,-1.4968163303266366,1.6978757847347468,1.1128016056549772]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_126_pink_qp_r2.jsonl.gz,,,,,,
pink_qp,"[-0.3194262959307371,-0.057926032892104004,-1.4036847867564413,-1.6104753886984973,0.40300848402055844,2.1119125972034722,1.462648352700213]","[-0.3194262959307371,-0.057926032892104004,-1.4036847867564413,-1.6104753886984973,0.40300848402055844,2.1119125972034722,1.462648352700213]",False,True,solved,solved,1,True,True,True,0.0010554915411088712,0.0064749107837667455,"[""position_tolerance""]",position_tolerance,0.9999999999999992,"[0.16326835199921702,0.6168958294458795,0.9999999999999968,0.06377482904312175,0.9999999999999992,0.15070025864328918,0.18770477008271327]",1.434651647299787,711380,6868,22523,160463,394257,126753,"{""conversion_ns"":6868,""bounds_setup_ns"":22523,""qp_build_ns"":160463,""solve_ns"":394257,""verification_ns"":126753}",516,True,True,False,18.0,0.018,14394,46550,7283,68227,225,6.834989345479903e-17,1.385541069270343e-12,-234.01916184301632,0.0,0.0,False,False,"[""position_tolerance""]",0.0010554915411088712,0.0064749107837667455,[],,"[-0.3559077957835712,-0.1284226910559443,-1.4036847867564413,-1.651294806152217,0.29840848402055853,2.051730973676429,1.4005313932248873]","[-0.26870779578357135,-0.04122269105594436,-1.3164847867564415,-1.5640948061522173,0.40300848402055844,2.1563309736764276,1.5051313932248869]","[-0.31230779578357126,-0.08482269105594435,-1.3600847867564414,-1.6076948061522172,0.3507084840205585,2.104030973676428,1.452831393224887]",False,1,1,1,1,,pink_qp,panda,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,trajectory_120,high_curvature,0,52,0.02,"[-0.31230779578357126,-0.08482269105594435,-1.3600847867564414,-1.6076948061522172,0.3507084840205585,2.104030973676428,1.452831393224887]","[-0.09139588349294725,-0.5886681066022077,0.6739087606989944]","[[-0.916235507332433,0.2581145235459776,0.3064137526905611],[0.05677894428684743,0.8407472010332928,-0.5384424718020998],[-0.3965963269988142,-0.4759422619281849,-0.7849779084291053]]","[-0.31230779578357126,-0.08482269105594435,-1.3600847867564414,-1.6076948061522172,0.3507084840205585,2.104030973676428,1.452831393224887]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_120_pink_qp_r0.jsonl.gz,,,,,,
single_gn_osqp,"[0.07935693197622179,0.031212223923589882,-1.8162044635628931,-1.0571849008708407,-0.1772641435786733,3.404454918022718,0.36450341583759127]",,False,False,no_descent,,,True,True,True,0.0011648613145514677,0.010115652858782543,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999999999990005,,,6719616,,,,,,,,,,False,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,panda,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,trajectory_074,near_singular,1,97,0.02,"[0.12295693197617819,0.032544625928451185,-1.8596778372279887,-1.0546614286079077,-0.22686985873434587,3.406682986095677,0.416803415837539]","[-0.0229372480940417,-0.3889780549485607,1.0485139181895016]","[[-0.05384250514455203,-0.9970756582331352,-0.05423206061657158],[0.7097362428535166,-9.280015601437455e-06,-0.7044675049241487],[0.7024068979017312,-0.07642075420225791,0.7076612311743701]]","[0.12295693197617819,0.032544625928451185,-1.8596778372279887,-1.0546614286079077,-0.22686985873434587,3.406682986095677,0.416803415837539]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_074_single_gn_osqp_r1.jsonl.gz,139,9550,,,,
single_gn_osqp,"[-2.323734160948896,0.08945778842047396,1.0657396147661857,-0.5411136779454809,2.897299999999,2.3847069747468743,1.6162520941205303]",,False,False,no_descent,,,True,True,True,0.0010495305921098365,0.0017599075692474031,"[""position_tolerance""]",position_tolerance,0.9999999999989987,,,5430070,,,,,,,,,,False,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,panda,617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f,trajectory_042,near_singular,1,96,0.02,"[-2.285028554116237,0.08489562811077883,1.0221396147662294,-0.5384835389053577,2.897299999999,2.3830778480781314,1.624905777256005]","[0.03692261789942734,-0.31102154184400743,1.1280156521549072]","[[0.986337284398095,-0.1605715508508907,0.036817637940685766],[0.15177382709355522,0.9726334217947753,0.17592308608355586],[-0.06405830793556173,-0.1679315451757842,0.9837151667628726]]","[-2.285028554116237,0.08489562811077883,1.0221396147662294,-0.5384835389053577,2.897299999999,2.3830778480781314,1.624905777256005]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_042_single_gn_osqp_r1.jsonl.gz,106,11625,,,,
single_gn_k0,"[2.111739255564618,-0.09113858748618055,1.5586097143652147,-1.48555849345145,-0.09921390431636604,1.9984962585357084,1.2965345652274458]",,False,False,stationary,,,True,True,True,0.0011368256513364485,0.007409397483189784,"[""position_tolerance""]",position_tolerance,0.9999999999990037,,,3741090,,,,,,,,,,False,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,panda,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,trajectory_104,joint_limit_return,1,120,0.02,"[2.1553392555645745,-0.12465364937541049,1.5150097143652583,-1.4842950905257373,-0.0719991941262553,1.9831611288395048,1.2738325189173565]","[-0.49311282027894715,-0.3213998031382726,0.7140948953324298]","[[-0.6627587327349095,0.5538570951813053,-0.5039773609012049],[0.6811728083983134,0.725464148804154,-0.09851585607717718],[0.3110538012665516,-0.40858791822224866,-0.8580800928820324]]","[2.1553392555645745,-0.12465364937541049,1.5150097143652583,-1.4842950905257373,-0.0719991941262553,1.9831611288395048,1.2738325189173565]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_104_single_gn_k0_r1.jsonl.gz,100,17,,,,
trac_task_5ms,"[-2.8907143390068364,-0.26382442752172985,1.753290274849516,-0.3076095559682695,2.275733624428967,0.8531741743106858,-1.2847040005131436]",,False,False,native_no_solution,,-3,True,True,True,0.0035180478363815598,0.01044272212288772,"[""position_tolerance"",""orientation_tolerance""]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.0,,,5192422,3854,22236,,5010324,135139,,20869,False,True,False,5,,6481,5010324,,,,,,,,,,,,,,,,"[-2.8972999999999995,-0.30742442752172977,1.7096902748495162,-0.35120955596826947,2.2234336244289676,0.8008741743106859,-1.3370040005131434]","[-2.8471143390068367,-0.22022442752172988,1.796890274849516,-0.2640095559682695,2.3280336244289663,0.9054741743106857,-1.2324040005131438]","[-2.8907143390068364,-0.26382442752172985,1.753290274849516,-0.3076095559682695,2.275733624428967,0.8531741743106858,-1.2847040005131436]",,,,,,,trac_task_5ms,panda,1e6df7d7a97068128c87d603d3c0e9f668d12f42bd3ad7bb6844038e1d000f49,trajectory_056,near_singular,0,97,0.02,"[-2.8907143390068364,-0.26382442752172985,1.753290274849516,-0.3076095559682695,2.275733624428967,0.8531741743106858,-1.2847040005131436]","[0.2891264579032591,0.057188627102082584,1.0085902324168803]","[[-0.6103742925527328,0.7858650213092178,0.09929446748642835],[0.5045166532404084,0.28905756705227004,0.8135776972932085],[0.6106604372266542,0.5466826238435651,-0.5729152984461722]]","[-2.8907143390068364,-0.26382442752172985,1.753290274849516,-0.3076095559682695,2.275733624428967,0.8531741743106858,-1.2847040005131436]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_056_trac_task_5ms_r0.jsonl.gz,,,334,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
pink_qp,"[-0.7685485266795593,-0.08060608155886001,1.5912499070445572,-1.848900024703752,-0.89719594869286,2.118118636993338,2.879635613027737]","[-0.7685485266795594,-0.08060608155886001,1.5912499070445572,-1.848900024703752,-0.89719594869286,2.118118636993338,2.879635613027737]",False,True,solved,solved,1,True,True,True,0.0011425222646214612,0.0014678347765611712,"[""position_tolerance""]",position_tolerance,0.9999999999999996,"[0.9999999999999968,0.9999999999999996,0.7716421723985516,0.16030955897185775,0.5781381534370114,0.19579788724956998,0.337751184938099]",0.017664386972263024,795731,6940,22818,138292,407899,219235,"{""conversion_ns"":6940,""bounds_setup_ns"":22818,""qp_build_ns"":138292,""solve_ns"":407899,""verification_ns"":219235}",547,True,True,False,18.0,0.018,14749,55623,7094,77466,275,6.854007325957581e-17,4.738849261939032e-12,-27.929871058051518,1.1102230246251565e-16,1.1102230246251565e-16,True,False,"[""position_tolerance""]",0.001142522264621445,0.0014678347765611265,[],,"[-0.7685485266795593,-0.08060608155886002,1.5140063083279804,-1.8994895214749248,-0.9797325741176156,2.055578407490186,2.845]","[-0.6813485266795596,0.006593918441139968,1.6012063083279802,-1.812289521474925,-0.8751325741176158,2.160178407490185,2.8972999999999995]","[-0.7249485266795594,-0.03700608155886003,1.5576063083279803,-1.855889521474925,-0.9274325741176157,2.1078784074901855,2.8972999999999995]",False,1,1,1,2,,pink_qp,panda,6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100,trajectory_092,joint_limit_return,1,81,0.02,"[-0.7249485266795594,-0.03700608155886003,1.5576063083279803,-1.855889521474925,-0.9274325741176157,2.1078784074901855,2.8972999999999995]","[0.41567006055270783,0.42238628608287215,0.5618783745218248]","[[-0.16247828495298572,-0.6207008656783437,0.7670275368361237],[-0.9730000826858918,-0.028356685660516752,-0.22905618845950942],[0.16392573322082177,-0.7835345134226733,-0.5993346479751613]]","[-0.7249485266795594,-0.03700608155886003,1.5576063083279803,-1.855889521474925,-0.9274325741176157,2.1078784074901855,2.8972999999999995]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_092_pink_qp_r1.jsonl.gz,,,,,,
single_gn_k0,"[-0.7089053852697986,-0.037544556917282444,-1.3704920214439396,-1.6269646907861466,0.944318098452881,1.5245325570524988,-0.2739873352273435]",,False,False,stationary,,,True,True,True,0.0013832753858933071,0.01279007827995759,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.999999999999,,,3714591,,,,,,,,,,False,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,panda,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,trajectory_144,high_curvature,0,48,0.02,"[-0.6791770004716553,-0.08114455691723885,-1.3268920214439832,-1.6268243386613497,0.9059462687480789,1.5376577219671825,-0.24967096857047597]","[-0.1987494486605856,-0.5174620358187976,0.6475908600526888]","[[-0.29727922321826594,-0.5694116981556053,0.7664172371797844],[-0.9435421587955503,0.05234908939843509,-0.327089846089094],[0.1461275402454204,-0.8203839898746832,-0.5528262395537304]]","[-0.6791770004716553,-0.08114455691723885,-1.3268920214439832,-1.6268243386613497,0.9059462687480789,1.5376577219671825,-0.24967096857047597]",outputs/single_solver_evidence/trajectories_panda/runs/panda_trajectory_144_single_gn_k0_r0.jsonl.gz,100,17,,,,
