robot,scale,method,witness_feasible,uid,family,success,time
panda,0.5,trac_strict_5ms,True,12cf595385f261c95b4972d2db6dccdcff21504d3f5d17bbc380d8807d8366fa,local,1.0,242726.66666666666
panda,0.5,trac_strict_5ms,True,08790c751a5676a55c928d43e31633198c8e8dd6ac23f6ede7167c7ffd91a28b,hard_feasible,1.0,207289.0
panda,0.5,trac_strict_5ms,True,293af7d57f0cc8718299d1801fa12c7220dbf3cfe8021ee819c537d290061b01,local,1.0,202914.0
panda,0.5,trac_strict_5ms,True,22de78e5b5524076ceb551bfa5bbc78f67a0be2e3f0e1ef9308587eff5b677a4,local,1.0,204165.0
panda,0.5,trac_strict_5ms,True,21d9698467c5f4a391b03840d18347415cd28fec84979d2671511f18712778ae,near_singular,1.0,219441.66666666666
panda,0.5,trac_strict_5ms,True,0c7f71b7597dbf13764a2c9d81f19f14c7dad7ad306f920a275dac549e6476cb,near_limit,1.0,200771.66666666666
panda,0.5,trac_strict_5ms,True,1aa789c403f424aba7dc672df32e5f64e85bcbbd4a59195897d6b45df5da280e,hard_feasible,1.0,206859.66666666666
panda,0.5,trac_strict_5ms,True,173bf44a734d7325419a13d6fa7f438121edfc1dbc20ffb18601ac65eba126ce,local,1.0,195257.0
panda,0.5,trac_strict_5ms,True,2ee26675cc598116660cf7811be37520ef544a35c64c27bebe9d8478cbbba380,local,1.0,200399.0
panda,0.5,trac_strict_5ms,True,0248ca43f664dfff545e4384b95ca62841f4d9bdf3ba286afa6bbd58da037ba1,near_singular,1.0,226504.33333333334
panda,0.5,trac_strict_5ms,True,010c62af89f2b8166952379ac5d1ee0ad9eebf5901f34106f52d04529e13b06f,local,1.0,206805.33333333334
panda,0.5,trac_strict_5ms,True,1e33317132f9b66aa2c87067a160771c1be04a722105b75edfa0fc0ef1bf154a,near_limit,1.0,212842.33333333334
panda,0.5,trac_strict_5ms,True,0b7ff5ec5f77c3413e87e02698f870cc7994e32f9a9489c28debbf82bec09955,near_limit,1.0,190283.66666666666
panda,0.5,trac_strict_5ms,True,28c418e5499aa20d769c3ea78f90f575290e6b7022ef806eb44c3889b18ed7e9,local,1.0,208049.66666666666
panda,0.5,trac_strict_5ms,True,100c27e9fba9f88a2ee0431d11fa48d991f62f1b4093046235e646d9958d5bd4,near_limit,1.0,200899.33333333334
panda,0.5,trac_strict_5ms,True,1eeccc986a127997401a00865ce8686a17c89f2af3676a761b8ecc4e6f2ffdd5,hard_feasible,1.0,195114.66666666666
panda,0.5,trac_strict_5ms,True,11153d877b57c911897f45782ff81e1c25b46c96abe09a6ee1ceb8c3a804fea2,near_limit,1.0,207193.33333333334
